Mod:Item:MetaData, Localized Name
railcraft:tool_spike_maul_steel, Steel Spike Maul
railcraft:railbed:0, Wooden Railbed
railcraft:railbed:1, Stone Railbed
railcraft:track_parts, Track Parts
railcraft:actuator:0, Switch Actuator Lever
railcraft:actuator:1, Switch Actuator Motor
railcraft:actuator:2, Routing Switch Actuator Motor
railcraft:cart_tnt_wood:0, Wooden TNT Cart
railcraft:track_elevator, Elevator Track
railcraft:logbook, Logbook
railcraft:tool_whistle_tuner, Whistle Tuner
railcraft:routing_table, Routing Table
railcraft:routing_ticket, Railway Ticket
railcraft:routing_ticket_gold, Golden Railway Ticket
railcraft:track_flex_abandoned, Abandoned Track
railcraft:track_flex_electric, Electric Track
railcraft:track_flex_high_speed, High Speed Track
railcraft:track_flex_hs_electric, High Speed Electric Track
railcraft:track_flex_reinforced, Reinforced Track
railcraft:track_flex_strap_iron, Strap Iron Track
railcraft:cart_cargo:0, Cargo Cart
railcraft:cart_tank:0, Tank Cart
railcraft:chest_void:0, Void Chest
railcraft:cart_chest_void:0, Void Chest Cart
railcraft:ore:0, Sulfur Ore
railcraft:ore:1, Saltpeter Ore
railcraft:ore:2, Dark Diamond Ore
railcraft:ore:3, Dark Emerald Ore
railcraft:ore:4, Dark Lapis Lazuli Ore
railcraft:ore_metal:0, Copper Ore
railcraft:ore_metal:1, Tin Ore
railcraft:ore_metal:2, Lead Ore
railcraft:ore_metal:3, Silver Ore
railcraft:ore_metal:4, Nickel Ore
railcraft:ore_metal:5, Zinc Ore
railcraft:ore_metal_poor:0, Poor Iron Ore
railcraft:ore_metal_poor:1, Poor Gold Ore
railcraft:ore_metal_poor:2, Poor Copper Ore
railcraft:ore_metal_poor:3, Poor Tin Ore
railcraft:ore_metal_poor:4, Poor Lead Ore
railcraft:ore_metal_poor:5, Poor Silver Ore
railcraft:ore_metal_poor:6, Poor Nickel Ore
railcraft:ore_metal_poor:7, Poor Zinc Ore
railcraft:ore_magic:0, Firestone Ore
railcraft:worldlogic, Saltpeter Ore Spawner
extracells:part.base:0, ME Fluid Export Bus
extracells:part.base:1, ME Fluid Import Bus
extracells:part.base:2, ME Fluid Storage Bus
extracells:part.base:3, ME Fluid Terminal
extracells:part.base:4, ME Fluid Level Emitter
extracells:part.base:5, ME Fluid Annihilation Plane
extracells:part.base:6, ME Fluid Formation Plane
extracells:part.base:7, ME Drive Fixture
extracells:part.base:8, ME Energy Cell Fixture
extracells:part.base:9, ME Fluid Interface
extracells:part.base:10, ME Fluid Storage Monitor
extracells:part.base:11, ME Fluid Conversion Monitor
extracells:part.base:12, ME Ore Dictionary Export Bus
extracells:part.base:13, ME Gas Import Bus
extracells:part.base:14, ME Gas Export Bus
extracells:part.base:15, ME Gas Terminal
extracells:part.base:16, ME Gas Storage Bus
extracells:part.base:17, ME Gas Level Emitter
extracells:part.base:18, ME Gas Storage Monitor
extracells:part.base:19, ME Gas Conversion Monitor
extracells:storage.fluid:0, ME 1k Fluid Storage Cell
extracells:storage.fluid:1, ME 4k Fluid Storage Cell
extracells:storage.fluid:2, ME 16k Fluid Storage Cell
extracells:storage.fluid:3, ME 64k Fluid Storage Cell
extracells:storage.fluid:4, ME 256k Fluid Storage Cell
extracells:storage.fluid:5, ME 1024k Fluid Storage Cell
extracells:storage.fluid:6, ME 4096k Fluid Storage Cell
extracells:storage.physical:0, ME 256k Storage Cell
extracells:storage.physical:1, ME 1024k Storage Cell
extracells:storage.physical:2, ME 4096k Storage Cell
extracells:storage.physical:3, ME 16384k Storage Cell
extracells:storage.physical:4, ME Block Container - Empty
extracells:storage.physical:4, ME Block Container - Empty
extracells:storage.gas:0, ME 1k Gas Storage Cell
extracells:storage.gas:1, ME 4k Gas Storage Cell
extracells:storage.gas:2, ME 16k Gas Storage Cell
extracells:storage.gas:3, ME 64k Gas Storage Cell
extracells:storage.gas:4, ME 256k Gas Storage Cell
extracells:storage.gas:5, ME 1024k Gas Storage Cell
extracells:storage.gas:6, ME 4096k Gas Storage Cell
extracells:pattern.fluid:0, ME Fluid Pattern
extracells:pattern.fluid:0, ME Fluid Pattern: Water
extracells:pattern.fluid:0, ME Fluid Pattern: Lava
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Iron
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Gold
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Pigiron
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Cobalt
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Ardite
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Manyullyn
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Knightslime
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Aluminum Brass
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Brass
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Copper
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Tin
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Bronze
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Zinc
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Lead
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Nickel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Silver
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Electrum
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Steel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Aluminum
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Hydrogen
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Oxygen
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Chlorine
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Sulfur Dioxide
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Sulfur Trioxide
extracells:pattern.fluid:0, ME Fluid Pattern: Sulfuric Acid
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Hydrogen Chloride
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Ethylene
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Sodium
extracells:pattern.fluid:0, ME Fluid Pattern: Brine
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Deuterium
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Tritium
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid D-T Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Lithium
extracells:pattern.fluid:0, ME Fluid Pattern: Heavy Water
extracells:pattern.fluid:0, ME Fluid Pattern: Steam
extracells:pattern.fluid:0, ME Fluid Pattern: Creosote Oil
extracells:pattern.fluid:0, ME Fluid Pattern: Liquifacted Coal
extracells:pattern.fluid:0, ME Fluid Pattern: Crude Oil
extracells:pattern.fluid:0, ME Fluid Pattern: Naphtha
extracells:pattern.fluid:0, ME Fluid Pattern: Refined Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Sap
extracells:pattern.fluid:0, ME Fluid Pattern: Syrup
extracells:pattern.fluid:0, ME Fluid Pattern: Resin
extracells:pattern.fluid:0, ME Fluid Pattern: Tree Oil
extracells:pattern.fluid:0, ME Fluid Pattern: Seed Oil
extracells:pattern.fluid:0, ME Fluid Pattern: Biocrude
extracells:pattern.fluid:0, ME Fluid Pattern: Grassoline
extracells:pattern.fluid:0, ME Fluid Pattern: Mushroom Stew
extracells:pattern.fluid:0, ME Fluid Pattern: Essence of Knowledge
extracells:pattern.fluid:0, ME Fluid Pattern: Potion
extracells:pattern.fluid:0, ME Fluid Pattern: Splash Potion
extracells:pattern.fluid:0, ME Fluid Pattern: Lingering Potion
extracells:pattern.fluid:0, ME Fluid Pattern: Destabilized Redstone
extracells:pattern.fluid:0, ME Fluid Pattern: Energized Glowstone
extracells:pattern.fluid:0, ME Fluid Pattern: Resonant Ender
extracells:pattern.fluid:0, ME Fluid Pattern: Blazing Pyrotheum
extracells:pattern.fluid:0, ME Fluid Pattern: Gelid Cryotheum
extracells:pattern.fluid:0, ME Fluid Pattern: Zephyrean Aerotheum
extracells:pattern.fluid:0, ME Fluid Pattern: Tectonic Petrotheum
extracells:pattern.fluid:0, ME Fluid Pattern: Primal Mana
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Platinum
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Iridium
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Invar
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Constantan
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Signalum
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Lumium
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Enderium
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Electrical Steel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Energetic Alloy
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Vibrant Alloy
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Redstone Alloy
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Conductive Iron
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Pulsating Iron
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Dark Steel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Soularium
extracells:pattern.fluid:0, ME Fluid Pattern: Molten End Steel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Iron Alloy
extracells:pattern.fluid:0, ME Fluid Pattern: Oil
extracells:pattern.fluid:0, ME Fluid Pattern: Gasoline
extracells:pattern.fluid:0, ME Fluid Pattern: Oxygen Gas
extracells:pattern.fluid:0, ME Fluid Pattern: Hydrogen Gas
extracells:pattern.fluid:0, ME Fluid Pattern: Bacterial Sludge
extracells:pattern.fluid:0, ME Fluid Pattern: Methane Gas
extracells:pattern.fluid:0, ME Fluid Pattern: Atmospheric Gases
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Methane
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Nitrogen
extracells:pattern.fluid:0, ME Fluid Pattern: Nitrogen Gas
extracells:pattern.fluid:0, ME Fluid Pattern: CO2 Gas
extracells:pattern.fluid:0, ME Fluid Pattern: Argon Gas
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Argon
extracells:pattern.fluid:0, ME Fluid Pattern: Helium Gas
extracells:pattern.fluid:0, ME Fluid Pattern: Sulphuric Acid
extracells:pattern.fluid:0, ME Fluid Pattern: Quicksand
extracells:pattern.fluid:0, ME Fluid Pattern: Honey
extracells:pattern.fluid:0, ME Fluid Pattern: Blood
extracells:pattern.fluid:0, ME Fluid Pattern: Poison
extracells:pattern.fluid:0, ME Fluid Pattern: Hot Spring Water
extracells:pattern.fluid:0, ME Fluid Pattern: Oil (§6Hot§r)
extracells:pattern.fluid:0, ME Fluid Pattern: Oil (§cSearing§r)
extracells:pattern.fluid:0, ME Fluid Pattern: Residue (§bCool§r)
extracells:pattern.fluid:0, ME Fluid Pattern: Residue (§6Hot§r)
extracells:pattern.fluid:0, ME Fluid Pattern: Residue (§cSearing§r)
extracells:pattern.fluid:0, ME Fluid Pattern: Heavy Oil (§bCool§r)
extracells:pattern.fluid:0, ME Fluid Pattern: Heavy Oil (§6Hot§r)
extracells:pattern.fluid:0, ME Fluid Pattern: Heavy Oil (§cSearing§r)
extracells:pattern.fluid:0, ME Fluid Pattern: Dense Oil (§bCool§r)
extracells:pattern.fluid:0, ME Fluid Pattern: Dense Oil (§6Hot§r)
extracells:pattern.fluid:0, ME Fluid Pattern: Dense Oil (§cSearing§r)
extracells:pattern.fluid:0, ME Fluid Pattern: Distilled Oil (§bCool§r)
extracells:pattern.fluid:0, ME Fluid Pattern: Distilled Oil (§6Hot§r)
extracells:pattern.fluid:0, ME Fluid Pattern: Distilled Oil (§cSearing§r)
extracells:pattern.fluid:0, ME Fluid Pattern: Dense Fuel (§bCool§r)
extracells:pattern.fluid:0, ME Fluid Pattern: Dense Fuel (§6Hot§r)
extracells:pattern.fluid:0, ME Fluid Pattern: Dense Fuel (§cSearing§r)
extracells:pattern.fluid:0, ME Fluid Pattern: Mixed Heavy Fuels (§bCool§r)
extracells:pattern.fluid:0, ME Fluid Pattern: Mixed Heavy Fuels (§6Hot§r)
extracells:pattern.fluid:0, ME Fluid Pattern: Mixed Heavy Fuels (§cSearing§r)
extracells:pattern.fluid:0, ME Fluid Pattern: Light Fuel (§bCool§r)
extracells:pattern.fluid:0, ME Fluid Pattern: Light Fuel (§6Hot§r)
extracells:pattern.fluid:0, ME Fluid Pattern: Light Fuel (§cSearing§r)
extracells:pattern.fluid:0, ME Fluid Pattern: Mixed Light Fuels (§bCool§r)
extracells:pattern.fluid:0, ME Fluid Pattern: Mixed Light Fuels (§6Hot§r)
extracells:pattern.fluid:0, ME Fluid Pattern: Mixed Light Fuels (§cSearing§r)
extracells:pattern.fluid:0, ME Fluid Pattern: Gaseous Fuel (§bCool§r)
extracells:pattern.fluid:0, ME Fluid Pattern: Gaseous Fuel (§6Hot§r)
extracells:pattern.fluid:0, ME Fluid Pattern: Gaseous Fuel (§cSearing§r)
extracells:pattern.fluid:0, ME Fluid Pattern: Plant Oil
extracells:pattern.fluid:0, ME Fluid Pattern: Ethanol
extracells:pattern.fluid:0, ME Fluid Pattern: Biodiesel
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Concrete
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Uranium
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Ethane-Methane
extracells:pattern.fluid:0, ME Fluid Pattern: Helium-3
extracells:pattern.fluid:0, ME Fluid Pattern: Ethane
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Helium-Hydrogen
extracells:pattern.fluid:0, ME Fluid Pattern: Diesel
extracells:pattern.fluid:0, ME Fluid Pattern: Lubricant
extracells:pattern.fluid:0, ME Fluid Pattern: Gasoline
extracells:pattern.fluid:0, ME Fluid Pattern: Napalm
extracells:pattern.fluid:0, ME Fluid Pattern: Essence
extracells:pattern.fluid:0, ME Fluid Pattern: Milk
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Meat
extracells:pattern.fluid:0, ME Fluid Pattern: Latex
extracells:pattern.fluid:0, ME Fluid Pattern: Sewage
extracells:pattern.fluid:0, ME Fluid Pattern: Sludge
extracells:pattern.fluid:0, ME Fluid Pattern: Biofuel
extracells:pattern.fluid:0, ME Fluid Pattern: Pink Slime
extracells:pattern.fluid:0, ME Fluid Pattern: Protein
extracells:pattern.fluid:0, ME Fluid Pattern: Raw Ore Meat
extracells:pattern.fluid:0, ME Fluid Pattern: Fermented Ore Meat
extracells:pattern.fluid:0, ME Fluid Pattern: Menril Resin
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Chorus
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Soulium
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Base Essence
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Inferium
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Prudentium
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Intermedium
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Superium
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Supremium
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Reinforced Pink Slime
extracells:pattern.fluid:0, ME Fluid Pattern: Basalt Fluid
extracells:pattern.fluid:0, ME Fluid Pattern: Tiberium Fluid
extracells:pattern.fluid:0, ME Fluid Pattern: Aurorium Fluid
extracells:pattern.fluid:0, ME Fluid Pattern: Prometheum Fluid
extracells:pattern.fluid:0, ME Fluid Pattern: Duranite Fluid
extracells:pattern.fluid:0, ME Fluid Pattern: Valyrium Fluid
extracells:pattern.fluid:0, ME Fluid Pattern: Vibranium Fluid
extracells:pattern.fluid:0, ME Fluid Pattern: Karmesine Fluid
extracells:pattern.fluid:0, ME Fluid Pattern: Jauxum Fluid
extracells:pattern.fluid:0, ME Fluid Pattern: Ovium Fluid
extracells:pattern.fluid:0, ME Fluid Pattern: Terrax Fluid
extracells:pattern.fluid:0, ME Fluid Pattern: Palladium Fluid
extracells:pattern.fluid:0, ME Fluid Pattern: Uru Fluid
extracells:pattern.fluid:0, ME Fluid Pattern: Osram Fluid
extracells:pattern.fluid:0, ME Fluid Pattern: Abyssum Fluid
extracells:pattern.fluid:0, ME Fluid Pattern: Eezo Fluid
extracells:pattern.fluid:0, ME Fluid Pattern: Triberium Fluid
extracells:pattern.fluid:0, ME Fluid Pattern: Fractum Fluid
extracells:pattern.fluid:0, ME Fluid Pattern: Violium Fluid
extracells:pattern.fluid:0, ME Fluid Pattern: Proxii Fluid
extracells:pattern.fluid:0, ME Fluid Pattern: Tritonite Fluid
extracells:pattern.fluid:0, ME Fluid Pattern: Ignitz Fluid
extracells:pattern.fluid:0, ME Fluid Pattern: Imperomite Fluid
extracells:pattern.fluid:0, ME Fluid Pattern: Solarium Fluid
extracells:pattern.fluid:0, ME Fluid Pattern: Nihilite Fluid
extracells:pattern.fluid:0, ME Fluid Pattern: Adamant Fluid
extracells:pattern.fluid:0, ME Fluid Pattern: Dyonite Fluid
extracells:pattern.fluid:0, ME Fluid Pattern: Nucleum Fluid
extracells:pattern.fluid:0, ME Fluid Pattern: Lumix Fluid
extracells:pattern.fluid:0, ME Fluid Pattern: Seismum Fluid
extracells:pattern.fluid:0, ME Fluid Pattern: Astrium Fluid
extracells:pattern.fluid:0, ME Fluid Pattern: Niob Fluid
extracells:pattern.fluid:0, ME Fluid Pattern: Yrdeen Fluid
extracells:pattern.fluid:0, ME Fluid Pattern: Iox Fluid
extracells:pattern.fluid:0, ME Fluid Pattern: Meteorite Fluid
extracells:pattern.fluid:0, ME Fluid Pattern: Obsidiorite Fluid
extracells:pattern.fluid:0, ME Fluid Pattern: Magma Fluid
extracells:pattern.fluid:0, ME Fluid Pattern: Nitronite Fluid
extracells:pattern.fluid:0, ME Fluid Pattern: Dilithium Fluid
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Mithril
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Refined Obsidian
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Refined Glowstone
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Osmium
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Manasteel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Terrasteel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Elementium
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Gaia Spirit
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Yellorium
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Cyanite
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Blutonium
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Ludicrite
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Psimetal
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Ivory Psimetal
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Ebony Psimetal
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Fluxed Electrum
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Refined Iron
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Tungsten
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Titanium
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Chrome
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Advanced Alloy
extracells:pattern.fluid:0, ME Fluid Pattern: Infected Purlonite Water
extracells:pattern.fluid:0, ME Fluid Pattern: Infected Purlonite Lava
extracells:pattern.fluid:0, ME Fluid Pattern: Cheese Milk
extracells:pattern.fluid:0, ME Fluid Pattern: Gaseous Cheese Milk
extracells:pattern.fluid:0, ME Fluid Pattern: Infected Water
extracells:pattern.fluid:0, ME Fluid Pattern: Helium Gas
extracells:pattern.fluid:0, ME Fluid Pattern: Nuclear Waste
extracells:pattern.fluid:0, ME Fluid Pattern: Purified Water
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Alumite
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Osgloglas
